coca,n,12710807-n 10923165-n 03064077-n
cockney,a,03067063-a 03066948-a
cockney,n,09724166-n 06960779-n
coke,n,14709929-n 07944936-n 03070747-n
cola,n,12217728-n 07944171-n
cold_war,n,14005485-n 14005641-n
collins,n,10924911-n 07930122-n
cologne,n,08790140-n 03075025-n
colon,n,05543502-n 13689748-n 13689477-n 08757502-n 06855710-n
colony,n,08390976-n 08012298-n 09070916-n 08531343-n 08516868-n 08012452-n
colt,n,02379443-n 03077300-n
commerce,n,01092370-n 08146250-n 07152330-n
commons,n,08632949-n 08559867-n 08198848-n 08185016-n
communion,n,01038365-n 07149283-n 08164026-n
communist,n,09965082-n 09964798-n
comrade,n,09965384-n 09971003-n 09896590-n
concord,n,09134400-n 13992690-n 13819525-n 09119495-n 07194843-n 01286428-n
confederacy,n,09072700-n 08320205-n 08268224-n 06536926-n
confederate,a,01611524-a 02485960-a
confederate,n,09973094-n 09972962-n 09780399-n
congo,n,08752218-n 09274984-n 08751877-n 07950918-n
congregational,a,02712658-a 02966345-a
congress,n,08178656-n 08325730-n 08335621-n 01233454-n
conservative,n,09976635-n 09977002-n
constable,n,09978621-n 10927603-n 09978737-n
constitution,n,06545639-n 00237945-n 06546123-n 04940721-n 03097474-n
content,n,07971643-n 06611268-n 13838733-n 13801586-n 05817200-n 14436286-n 04354303-n
continent,n,09277520-n 08714551-n
continental,a,02897567-a 02897710-a 02897394-a 01571309-a
cook,n,09982799-n 10928065-n
cooper,n,10929223-n 10929055-n 10928879-n 09983252-n
corchorus,n,12225247-n 12225063-n
cordoba,n,13713374-n 10930521-n 09048098-n 08730969-n
core,n,08259144-n 08541787-n 09279721-n 05929717-n 09279801-n 08325852-n 06616419-n 03112720-n 03112555-n 03112367-n
cork,n,14847397-n 14847717-n 08909627-n 03113504-n 02863403-n
cornhusker,n,09985435-n 09763492-n
corydalis,n,11924578-n 11924350-n 02268512-n
coulomb,n,13658127-n 10932554-n
court,n,08346380-n 03125429-n 08068698-n 03125142-n 10933107-n 08346249-n 03796288-n 03125691-n 03124849-n 01231712-n
coward,n,09637077-n 10933393-n
cox,n,14762026-n 09993154-n
crab,n,01979598-n 09993584-n 09771988-n 08704396-n 07803691-n 02187819-n 00446514-n
crane,n,10934199-n 10934083-n 09318361-n 03131358-n 02015503-n
crater,n,09495543-n 09282282-n 09282125-n
creation,n,00910190-n 03133774-n 07343542-n 00241051-n 00238736-n 09489410-n
creator,n,09559474-n 09637345-n
creek,n,09252316-n 09673784-n
creole,n,09729069-n 09728927-n 06918134-n
cretaceous,a,03069137-a 03068996-a
crick,n,14384587-n 10934925-n
cross,n,03140183-n 04688744-n 03139803-n 14501251-n 01329963-n 00852055-n
crow,n,01581669-n 07396886-n 09673964-n 09280335-n 07244407-n 06922167-n
crown,n,06897147-n 05315640-n 03143525-n 03143320-n 03143185-n 13411037-n 13148762-n 08635538-n 06718654-n 05547228-n 03143740-n 03143632-n
crucifixion,n,01167827-n 07347464-n 00423554-n
crusade,n,00799906-n 00970819-n
crusader,n,10534787-n 10000895-n
crux,n,09464256-n 06619047-n
cupid,n,09583190-n 06894274-n
curacao,n,08766875-n 07926194-n
curb,n,03153586-n 03153801-n 02704730-n 01148552-n
curie,n,13667078-n 10937751-n 10937455-n
curl,n,13898609-n 10937871-n 89143529-n
currier,n,10938110-n 10003717-n
cyclops,n,09513702-n 01999773-n
cynic,n,10006070-n 10006238-n
cyprian,a,03070159-a 00362800-a
cyprian,n,10505025-n 09718416-n
d,n,15116794-n 13772852-n 06844548-n
dalmatian,n,10008456-n 02112993-n
damascene,n,09753012-n 03165259-n
danish,n,06966788-n 07709335-n
daphne,n,12367095-n 09573407-n
darling,n,09286385-n 10011405-n 09869006-n
davenport,n,09109186-n 03169388-n 03169271-n
day,n,15180180-n 15148032-n 15182185-n 15190004-n 15161405-n 15274047-n 15233336-n 15233129-n 14508100-n 10945524-n
db,n,14660701-n 13735738-n
ddc,n,03195447-n
ddi,n,03195581-n
dean,n,10016322-n 10945818-n 10016606-n 10016458-n
death,n,07370091-n 11464213-n 13985834-n 15168437-n 15168236-n 09511389-n 14586552-n 00220442-n
dec,n,15238570-n 08650469-n
decker,n,10947891-n 03173030-n
defense,n,00956422-n 00825411-n 08098280-n 06753339-n 13480525-n 08148512-n 08081359-n 07215473-n 08080966-n 03176022-n 01201240-n 00825193-n
deliverer,n,11103646-n 10573233-n 10020810-n 10020651-n
demerara,n,14853640-n 09288040-n 08968731-n 07921536-n 07612137-n
democrat,n,10021813-n 10021572-n
democratic,a,00718584-a 02721266-a 00488527-a
demotic,a,02721408-a 00488807-a
denier,n,13605949-n 13410532-n 10022945-n
depression,n,14427564-n 14512697-n 09388914-n 07552873-n 15319454-n 14544431-n 14412645-n 13919062-n 13858914-n 00113494-n
desert,n,08522594-n 04814439-n
devil,n,09566482-n 09565450-n 07140494-n 10189012-n 10349658-n
diaspora,n,08498994-n 07346532-n 05095101-n
dickens,n,07140494-n 10954161-n
diesel,n,10954879-n 03197791-n
dink,n,08005662-n 00568317-n
dipper,n,03208990-n 09363358-n 09242765-n 01852833-n 01604335-n
disa,n,12080126-n 08413164-n
divine,n,09559474-n 09947594-n
dixie,n,09072700-n 03221265-n
dm,n,14141620-n 13680844-n
do,n,07462638-n 06881359-n 06716496-n
doc,n,10040615-n 08146250-n
doctor,n,10040615-n 10041836-n 00433296-n 10041617-n
doe,n,08149937-n 01891052-n
dol,n,13733091-n 08154495-n
dominion,n,14466399-n 08569713-n 08184148-n
domino,n,10958632-n 03225908-n 03225762-n 03225505-n
don,n,10044920-n 10484108-n 10045020-n 09532107-n 09291684-n 06351765-n
doodia,n,13206556-n 13206334-n
doomsday,n,15196354-n 07348806-n
dos,n,08154738-n 06580598-n
dot,n,13934887-n 08160653-n 06818684-n 02678511-n
dove,n,01814978-n 10047848-n 09273457-n 07662012-n 06894544-n
dowdy,n,10961706-n 07638972-n
down,n,01899202-n 00459310-n 10962136-n 09292247-n 05263175-n
dragon,n,09517519-n 10049454-n 09292623-n 01691230-n
drake,n,10962858-n 01849641-n
ds,n,14660570-n 08155259-n 06718550-n
dunker,n,10059846-n 10059743-n 09697226-n
e,n,15116976-n 14661000-n 13854554-n 13776305-n 06844655-n
earth,n,09293800-n 14867162-n 09357302-n 08579604-n 14868584-n 05678816-n 03467679-n
east,n,13854554-n 08580157-n 08580717-n 13857863-n 08578888-n
easter,n,15212989-n 11468680-n
eb,n,13652655-n 13652498-n 13652325-n
echo,n,05017985-n 09572176-n 07214950-n 05018346-n 04753847-n 01023061-n
edda,n,07752789-n 06966211-n
eddy,n,10968648-n 07447573-n
education,n,00884975-n 05993172-n 05761561-n 00612720-n 04929077-n 08149619-n
eight,n,13767226-n 08292418-n 03272251-n
el,n,13858749-n 03285724-n
elector,n,10780008-n 10492858-n
electrophorus,n,03284829-n 01446805-n
elf,n,09563850-n 05064314-n
empire,n,08575019-n 08069165-n 08422680-n 08075773-n 07756573-n
emu,n,13623769-n 01522514-n
energy,n,11472635-n 05043116-n 04843914-n 04640554-n 14073625-n 11472496-n 08149937-n
enlightenment,n,05995280-n 14011709-n 08489601-n
epicurean,a,03012661-a 01301832-a 01301187-a
epiphany,n,07338205-n 15219341-n
episcopal,a,02966527-a 02731793-a
epistle,n,06638690-n 06454286-n
er,n,14661166-n 03288132-n
era,n,15273375-n 15272831-n 07275968-n
eros,n,09583025-n 07503095-n
esquire,n,10084036-n 10083853-n
eta,n,08034942-n 06847830-n
etna,n,09197615-n 02924413-n
eu,n,14661354-n 08190414-n
evangelist,n,10086818-n 10087112-n
eve,n,09609918-n 15181384-n 15192825-n 15191509-n
ewe,n,09724683-n 07010247-n 02414645-n
excellency,n,10088735-n 05860309-n
exodus,n,00061234-n 06444385-n
explorer,n,10092496-n 06583714-n
f,n,13736746-n 14661685-n 13657765-n 06844762-n
fabian,a,03076819-a 00326738-a
fall,n,15261656-n 00077704-n 07493671-n 09288526-n 00758272-n 07442328-n 07384870-n 00068527-n 15194468-n 07486511-n 07376986-n 05119135-n
fall_of_man,n,07432746-n 07493671-n
fang,n,07005589-n 01787875-n 01468234-n 01468113-n
farmer,n,10098586-n 10986657-n 10986488-n
father,n,10100638-n 10122569-n 10100973-n 09941250-n 10101225-n 09560084-n 10127072-n 10045020-n
fatherhood,n,13836110-n 09560084-n 00593561-n 00593482-n
federal,a,01109822-a 02736565-a 01610796-a 01110899-a
federalist,n,10102866-n 10102766-n
fermi,n,13679309-n 10989978-n
fez,n,08992415-n 03336022-n
fielding,n,00127541-n 10990595-n
fig,n,07012307-n 12422189-n 08049347-n 07769089-n
firth,n,10991256-n 09303286-n
fish,n,02514684-n 07791351-n 09773123-n 08705814-n
fl,n,09094188-n 92363352-n
flagstaff,n,09080393-n 03360771-n
fleer,n,10134739-n 06729056-n
flinders,n,10993331-n 07972864-n
flint,n,14895229-n 09304451-n 09123290-n
flip,n,00440424-n 07931127-n 01248753-n 01248633-n 00444788-n 00106640-n 92448268-n
fm,n,06292374-n 14661517-n
ford,n,10995300-n 10995198-n 10995097-n 10994967-n 10994732-n 10994584-n 09306529-n 00298483-n
forester,n,10995400-n 10124525-n
fossa,n,13894850-n 02139275-n 02139104-n
fothergilla,n,12336516-n 12336335-n
founding_father,n,10127373-n 10127072-n
fowler,n,10996704-n 10128009-n
fox,n,02120985-n 10042484-n 14789089-n 10996993-n 10996858-n 09675274-n 06922624-n
frank,n,07692347-n 92440700-n 09708200-n
franklin,n,10999531-n 10999075-n 10128819-n
free_state,n,09116186-n 09072545-n 09023554-n
freemasonry,n,13953106-n 08252434-n
friend,n,10132360-n 09804483-n 09783207-n 10697152-n 09699104-n
frost,n,14939773-n 11460617-n 13506473-n 11003927-n
fry,n,11004253-n 11004122-n 09937051-n
fuji,n,12667366-n 09197913-n
fuller,n,11005649-n 11005436-n 10135260-n
funk,n,14428014-n 11006018-n 07077625-n
fury,n,07532236-n 14415281-n 05044968-n 09529469-n
g,n,13745822-n 14916289-n 14854134-n 13772984-n 13670214-n 13650416-n 13650222-n 13611530-n 06844869-n
ga,n,15090692-n 14662434-n 09098347-n
gable,n,03414303-n 11006433-n
gad,n,14404122-n 04297397-n
gallus,n,02890730-n 01793584-n
gamma,n,06847401-n 13659573-n 10940334-n
garibaldi,n,11010959-n 03423659-n
garland,n,11011161-n 09167467-n 06604903-n 04613372-n
garrison,n,03425469-n 11011579-n 08414993-n
gauss,n,13660326-n 11012671-n
gb,n,14985514-n 13663479-n 13650593-n 13650416-n 13650222-n 08877934-n
gd,n,15080939-n 14662219-n
general_assembly,n,08312980-n 08180172-n
genesis,n,07338980-n 06444046-n
genet,n,11014093-n 11013932-n 02139667-n
geneva,n,09055079-n 07921000-n
gent,n,10146723-n 09927483-n 08870492-n
gentianella,n,12316077-n 12314641-n
geordie,n,09723679-n 06960911-n
gi,n,13663479-n 06346843-n
gib,n,13650222-n 02125462-n
gibbon,n,11017738-n 02485993-n
gilbert,n,13663479-n 11019580-n 11019406-n 11019198-n 11019044-n
gipsy,n,10237501-n 10173755-n 09642482-n
glacial_epoch,n,15280006-n 15149816-n
glycine,n,14631171-n 12552513-n
gnostic,a,02860479-a 01308747-a
goat,n,02419165-n 09904118-n 09772829-n 08705447-n
god,n,09559169-n 09528550-n 10152827-n 03565341-n
gold_coast,n,08965960-n 08659319-n
golden_age,n,15320510-n 15278706-n 15255586-n
golden_rule,n,06668550-n 05966780-n
goldsmith,n,10156135-n 11025425-n
goliath,n,11025968-n 10148446-n
gopher,n,10154817-n 09763123-n 02360743-n 02356513-n 01673766-n
gore,n,11028309-n 05409096-n 03453197-n 00222045-n
gospel,n,06466808-n 06737072-n 07075374-n 06802268-n 05971119-n
gothic,a,03081225-a 03081071-a 03080970-a 01541543-a 00972292-a
grace,n,14481629-n 05010755-n 04907534-n 04647713-n 15142101-n 09518513-n 07204699-n 04847946-n
graham,n,11030381-n 11030183-n 07585209-n
gram,n,13745822-n 11030932-n
grant,n,13287915-n 00088243-n 13275136-n 11031555-n 11031394-n 11031119-n 06538610-n 05184004-n
grass,n,12122650-n 11032149-n 10694920-n 07817067-n 03997192-n
gray,n,04968868-n 03461130-n 08498020-n 02384016-n 13667291-n 11032989-n 11032842-n 11032672-n 11032470-n
green,n,04974368-n 08632949-n 11033320-n 10080712-n 09316972-n 08597308-n 07725078-n 03611785-n
grey,n,11036071-n 11035868-n 11035646-n 08498020-n 04968868-n 03461130-n 02384016-n
ground_zero,n,08678801-n 08597975-n 08597854-n
guaiacum,n,12743528-n 12743142-n 12742624-n
guarani,n,13701713-n 09714653-n 06930056-n
guest,n,10170460-n 11038679-n 10170653-n 03832647-n
guinea,n,13413861-n 09735835-n 08967092-n 01811747-n
gula,n,09541586-n 00760539-n
guru,n,10172136-n 10172409-n 10172283-n
guy,n,10172934-n 03477097-n 03476902-n
gymnasium,n,08301402-n 03477235-n
gypsy,n,10237501-n 10173755-n 09642482-n 06982496-n
h,n,14664612-n 13660884-n 13612326-n 06844976-n 05019456-n
hadith,n,05677025-n 00417422-n
halcyon,n,09509769-n 01831038-n 01829843-n
hall,n,03485035-n 02718424-n 03483990-n 03229596-n 03724120-n 11045121-n 11044904-n 11044727-n 11044578-n 11044415-n 03724592-n 03484204-n 03483839-n
ham,n,07685636-n 10177815-n 10177732-n 10177603-n
hamlet,n,08243899-n 09623065-n 08690476-n
hanuman,n,09549501-n 02491046-n
harpy,n,10778005-n 09519230-n 02143143-n 01616679-n
